Variable / Field Name,Form Name,Section Header,Field Type,Field Label,"Choices, Calculations, OR Slider Labels",Field Note,Text Validation Type OR Show Slider Number,Text Validation Min,Text Validation Max,Identifier?,Branching Logic (Show field only if...),Required Field?,Custom Alignment,Question Number (surveys only),Matrix Group Name,Matrix Ranking?,Field Annotation
obs_why_3,hfa_observation,,radio,"If no hand hygiene performed, please specify:","0, None | 1, Staff wearing gloves | 2, Shared patient area","""Staff wearing gloves"" may only be recorded when the hand hygiene action is missed while the health-care worker is wearing gloves. ""Shared patient area"" may only be recorded when the hand hygiene action is missed while the babies are in a shared space (e.g. cot, radiant warmer).",,,,,[obs_ac_3] = '0',,,,,,
obs_oth_3,hfa_observation,,yesno,Add another opportunity?,,,,,,,[obs_oth_2] = '1',,,,,,
obs_opp_4,hfa_observation,,descriptive,"<div style=""background-color:#fbd0c1; padding:5px"">Opportunity #4</div>",,,,,,,[obs_oth_3] = '1',,,,,,
obs_hh_4,hfa_observation,,checkbox,Indication for hand hygiene: <br> <i>(select all that apply)</i>,"1, Before touching a patient | 2, Before clean/aseptic procedure | 3, After body fluid exposure risk | 4, After touching a patient | 5, After touching patient surroundings",,,,,,[obs_oth_3] = '1',,,,,,
obs_ac_4,hfa_observation,,radio,Hand hygiene action:,"1, Hand rubbing with an alcohol-based formula | 2, Handwashing with soap and water | 0, No hand hygiene action performed",,,,,,[obs_oth_3] = '1',,,,,,
obs_why_4,hfa_observation,,radio,"If no hand hygiene performed, please specify:","0, None | 1, Staff wearing gloves | 2, Shared patient area","""Staff wearing gloves"" may only be recorded when the hand hygiene action is missed while the health-care worker is wearing gloves. ""Shared patient area"" may only be recorded when the hand hygiene action is missed while the babies are in a shared space (e.g. cot, radiant warmer).",,,,,[obs_ac_4] = '0',,,,,,
obs_oth_4,hfa_observation,,yesno,Add another opportunity?,,,,,,,[obs_oth_3] = '1',,,,,,
obs_opp_5,hfa_observation,,descriptive,"<div style=""background-color:#fbd0c1; padding:5px"">Opportunity #5</div>",,,,,,,[obs_oth_4] = '1',,,,,,
obs_hh_5,hfa_observation,,checkbox,Indication for hand hygiene: <br> <i>(select all that apply)</i>,"1, Before touching a patient | 2, Before clean/aseptic procedure | 3, After body fluid exposure risk | 4, After touching a patient | 5, After touching patient surroundings",,,,,,[obs_oth_4] = '1',,,,,,
obs_ac_5,hfa_observation,,radio,Hand hygiene action:,"1, Hand rubbing with an alcohol-based formula | 2, Handwashing with soap and water | 0, No hand hygiene action performed",,,,,,[obs_oth_4] = '1',,,,,,
obs_why_5,hfa_observation,,radio,"If no hand hygiene performed, please specify:","0, None | 1, Staff wearing gloves | 2, Shared patient area","""Staff wearing gloves"" may only be recorded when the hand hygiene action is missed while the health-care worker is wearing gloves. ""Shared patient area"" may only be recorded when the hand hygiene action is missed while the babies are in a shared space (e.g. cot, radiant warmer).",,,,,[obs_ac_5] = '0',,,,,,
obs_oth_5,hfa_observation,,yesno,Add another opportunity?,,,,,,,[obs_oth_4] = '1',,,,,,
obs_opp_6,hfa_observation,,descriptive,"<div style=""background-color:#fbd0c1; padding:5px"">Opportunity #6</div>",,,,,,,[obs_oth_5] = '1',,,,,,
obs_hh_6,hfa_observation,,checkbox,Indication for hand hygiene: <br> <i>(select all that apply)</i>,"1, Before touching a patient | 2, Before clean/aseptic procedure | 3, After body fluid exposure risk | 4, After touching a patient | 5, After touching patient surroundings",,,,,,[obs_oth_5] = '1',,,,,,
obs_ac_6,hfa_observation,,radio,Hand hygiene action:,"1, Hand rubbing with an alcohol-based formula | 2, Handwashing with soap and water | 0, No hand hygiene action performed",,,,,,[obs_oth_5] = '1',,,,,,
obs_why_6,hfa_observation,,radio,"If no hand hygiene performed, please specify:","0, None | 1, Staff wearing gloves | 2, Shared patient area","""Staff wearing gloves"" may only be recorded when the hand hygiene action is missed while the health-care worker is wearing gloves. ""Shared patient area"" may only be recorded when the hand hygiene action is missed while the babies are in a shared space (e.g. cot, radiant warmer).",,,,,[obs_ac_6] = '0',,,,,,
obs_oth_6,hfa_observation,,yesno,Add another opportunity?,,,,,,,[obs_oth_5] = '1',,,,,,
obs_opp_7,hfa_observation,,descriptive,"<div style=""background-color:#fbd0c1; padding:5px"">Opportunity #7</div>",,,,,,,[obs_oth_6] = '1',,,,,,
obs_hh_7,hfa_observation,,checkbox,Indication for hand hygiene: <br> <i>(select all that apply)</i>,"1, Before touching a patient | 2, Before clean/aseptic procedure | 3, After body fluid exposure risk | 4, After touching a patient | 5, After touching patient surroundings",,,,,,[obs_oth_6] = '1',,,,,,
obs_ac_7,hfa_observation,,radio,Hand hygiene action:,"1, Hand rubbing with an alcohol-based formula | 2, Handwashing with soap and water | 0, No hand hygiene action performed",,,,,,[obs_oth_6] = '1',,,,,,
obs_why_7,hfa_observation,,radio,"If no hand hygiene performed, please specify:","0, None | 1, Staff wearing gloves | 2, Shared patient area","""Staff wearing gloves"" may only be recorded when the hand hygiene action is missed while the health-care worker is wearing gloves. ""Shared patient area"" may only be recorded when the hand hygiene action is missed while the babies are in a shared space (e.g. cot, radiant warmer).",,,,,[obs_ac_7] = '0',,,,,,
obs_oth_7,hfa_observation,,yesno,Add another opportunity?,,,,,,,[obs_oth_6] = '1',,,,,,
obs_opp_8,hfa_observation,,descriptive,"<div style=""background-color:#fbd0c1; padding:5px"">Opportunity #8</div>",,,,,,,[obs_oth_7] = '1',,,,,,
obs_hh_8,hfa_observation,,checkbox,Indication for hand hygiene: <br> <i>(select all that apply)</i>,"1, Before touching a patient | 2, Before clean/aseptic procedure | 3, After body fluid exposure risk | 4, After touching a patient | 5, After touching patient surroundings",,,,,,[obs_oth_7] = '1',,,,,,
obs_ac_8,hfa_observation,,radio,Hand hygiene action:,"1, Hand rubbing with an alcohol-based formula | 2, Handwashing with soap and water | 0, No hand hygiene action performed",,,,,,[obs_oth_7] = '1',,,,,,
obs_why_8,hfa_observation,,radio,"If no hand hygiene performed, please specify:","0, None | 1, Staff wearing gloves | 2, Shared patient area",,,,,,[obs_ac_8] = '0',,,,,,
obs_oth_8,hfa_observation,,yesno,Add another opportunity?,,,,,,,[obs_oth_7] = '1',,,,,,
obs_opp_9,hfa_observation,,descriptive,"<div style=""background-color:#fbd0c1; padding:5px"">Opportunity #9</div>",,,,,,,[obs_oth_8] = '1',,,,,,
obs_hh_9,hfa_observation,,checkbox,Indication for hand hygiene: <br> <i>(select all that apply)</i>,"1, Before touching a patient | 2, Before clean/aseptic procedure | 3, After body fluid exposure risk | 4, After touching a patient | 5, After touching patient surroundings",,,,,,[obs_oth_8] = '1',,,,,,
obs_ac_9,hfa_observation,,radio,Hand hygiene action:,"1, Hand rubbing with an alcohol-based formula | 2, Handwashing with soap and water | 0, No hand hygiene action performed",,,,,,[obs_oth_8] = '1',,,,,,
obs_why_9,hfa_observation,,radio,"If no hand hygiene performed, please specify:","0, None | 1, Staff wearing gloves | 2, Shared patient area","""Staff wearing gloves"" may only be recorded when the hand hygiene action is missed while the health-care worker is wearing gloves. ""Shared patient area"" may only be recorded when the hand hygiene action is missed while the babies are in a shared space (e.g. cot, radiant warmer).",,,,,[obs_ac_9] = '0',,,,,,
obs_oth_9,hfa_observation,,yesno,Add another opportunity?,,,,,,,[obs_oth_8] = '1',,,,,,
obs_opp_10,hfa_observation,,descriptive,"<div style=""background-color:#fbd0c1; padding:5px"">Opportunity #10</div>",,,,,,,[obs_oth_9] = '1',,,,,,
obs_hh_10,hfa_observation,,checkbox,Indication for hand hygiene: <br> <i>(select all that apply)</i>,"1, Before touching a patient | 2, Before clean/aseptic procedure | 3, After body fluid exposure risk | 4, After touching a patient | 5, After touching patient surroundings",,,,,,[obs_oth_9] = '1',,,,,,
obs_ac_10,hfa_observation,,radio,Hand hygiene action:,"1, Hand rubbing with an alcohol-based formula | 2, Handwashing with soap and water | 0, No hand hygiene action performed",,,,,,[obs_oth_9] = '1',,,,,,
obs_why_10,hfa_observation,,radio,"If no hand hygiene performed, please specify:","0, None | 1, Staff wearing gloves | 2, Shared patient area","""Staff wearing gloves"" may only be recorded when the hand hygiene action is missed while the health-care worker is wearing gloves. ""Shared patient area"" may only be recorded when the hand hygiene action is missed while the babies are in a shared space (e.g. cot, radiant warmer).",,,,,[obs_ac_10] = '0',,,,,,
obs_hed_4,hfa_observation,,descriptive,"<div style=""background-color:#82cdbf; padding:5px""></div>",,,,,,,,,,,,,
obs_entm,hfa_observation,,text,Observation end time: ,,Select NOW.,time,,,,,y,,,,,
obs_hed_5,hfa_observation,,descriptive,"<div style=""background-color:#82cdbf; padding:5px""></div>",,,,,,,,,,,,,
obs_com,hfa_observation,,notes,Comments:,,,,,,,,,,,,,
