Variable / Field Name,Form Name,Section Header,Field Type,Field Label,"Choices, Calculations, OR Slider Labels",Field Note,Text Validation Type OR Show Slider Number,Text Validation Min,Text Validation Max,Identifier?,Branching Logic (Show field only if...),Required Field?,Custom Alignment,Question Number (surveys only),Matrix Group Name,Matrix Ranking?,Field Annotation
lab_p_gn_sor,hfa_pharmacy,,radio,Do you have any other minor sources of medicines for this health facility? ,"5, No other sources | 1, Government supplier | 2, Private pharmacy | 3, Non-governmental organization/bilateral/multilateral | 4, Mission | 6, Other <i>(specify below)</i>","If there are two sources of equal importance, specify both in <b>Other</b>.",,,,,,,RV,,,,
lab_p_gn_sor_oth,hfa_pharmacy,,text,Other sources of medicines:,,,,,,,[lab_p_gn_sor] = '6',,RV,,,,
lab_p_gn_inv_avl,hfa_pharmacy,,yesno,Is there a drug inventory register/system?,,This could be computerized.,,,,,,,RV,,,,
lab_p_gn_inv_obs,hfa_pharmacy,,yesno,"<b>For observation only:</b> Observe the drug inventory register/system or bin cards to determine if up-to-date. Randomly select 5 cards. All must be up-to-date to select ""Yes"".",,"Bin cards are defined as a card that records the status of materials in storage to maintain ""stock on hand"" and help track incoming and outgoing drugs.",,,,,[lab_p_gn_inv_avl] = '1',,RV,,,,
lab_p_gn_inv_frq,hfa_pharmacy,,radio,How often do you carry out inventory of drug stock?,"1, Daily | 2, Weekly | 3, Monthly | 4, Quarterly | 6, Annually | 5, Irregularly | 7, Other <i>(specify below)</i>",Observe most recent report.,,,,,,,RV,,,,
lab_p_gn_inv_frq_oth,hfa_pharmacy,,text,Other time inventory of drug stock is carried out:,,,,,,,[lab_p_gn_inv_frq] = '7',,,,,,
lab_p_gn_ord,hfa_pharmacy,,checkbox,When are drugs ordered?,"1, Order same time each week/month/quarter|2, Order every 6 or 12 months|3, Order whenever stocks reach reorder level|4, Reorder when we run out| 6, Shipments come automatically | 5, Never order drugs|7, Other <i>(specify below)</i>",Select all that apply.,,,,,,,RV,,,, @NONEOFTHEABOVE=5
lab_p_gn_ord_oth,hfa_pharmacy,,text,Other time drugs are ordered:,,,,,,,[lab_p_gn_ord(7)] = '1',,RV,,,,
lab_p_gn_sor_prim,hfa_pharmacy,,radio,"What is the primary source for gloves, syringes and other medical supplies? ","1, Government supplier|2, Private pharmacy|3, Non-governmental organization/bilateral/multilateral|4, Mission|5, Other <i>(specify below)</i>",,,,,,,,RV,,,,
lab_p_gn_sor_othprim,hfa_pharmacy,,text,Other primary source of medical supplies:,,,,,,,[lab_p_gn_sor_prim] = '5',,RV,,,,
lab_p_gn_sor_sec,hfa_pharmacy,,radio,"Is there a secondary source for gloves, syringes and other medical supplies? ","5, No other sources | 1, Government supplier |2, Private pharmacy |3, Non-governmental organization/bilateral/multilateral |4, Mission | 6, Other <i>(specify below)</i>",,,,,,,,RV,,,,
lab_p_gn_sor_othsec,hfa_pharmacy,,text,Other secondary source for medical supplies:,,,,,,,[lab_p_gn_sor_sec] = '6',,RV,,,,
lab_p_gn_del_prim,hfa_pharmacy,,radio,What is the most common cause of delay in the delivery of supplies?,"0, No delays | 1, Transport|2, Administrative|3, Financial|4, Stockout at the central store|  5, Other <i>(specify below)</i>",,,,,,,,RV,,,,
lab_p_gn_del_othprim,hfa_pharmacy,,text,Other cause of delay in the delivery of supplies:,,,,,,,[lab_p_gn_del_prim] = '5',,RV,,,,
lab_p_gn_del_sec,hfa_pharmacy,,radio,What is the second most common cause of delay in the delivery of supplies?,"5, No other causes of delays| 1, Transport|2, Administrative|3, Financial|4, Stockout at the central store|6, Other <i>(specify below)</i>",,,,,,,,RV,,,,
lab_p_gn_del_othsec,hfa_pharmacy,,text,Other cause of delay in the delivery of supplies:,,,,,,,[lab_p_gn_del_sec] = '6',,RV,,,,
lab_p_gn_mg,hfa_pharmacy,,radio,"Is a ""First-expired-First-out"" system for supply management used?","1, Yes|0, No|2, No gentamicin in stock|3, Did not observe",Ask to see the gentamicin stock and observe if it is arranged by expiration date. Must be arranged in order to select “Yes”.,,,,,,,RV,,,,
lab_p_gn_expr,hfa_pharmacy,,yesno,Is there a regularly used mechanism to ensure that expired drugs are not distributed?,,"Ask for description of process. This can include a system to keep track of inventory and expiration dates (ideally electronic), or a system to dispose of expired drugs before they can accidentally be distributed.",,,,,,,RV,,,,
lab_p_gn_sto,hfa_pharmacy,,yesno,<b>For observation only:</b> Are all drugs stored away from the ground?,,,,,,,,,RV,,,,
lab_p_gn_thm,hfa_pharmacy,,yesno,Is there a functioning thermometer indicating the room temperature in at least one room in the pharmacy?,,,,,,,[lab_p_gn_avl] = '1',,RV,,,,
lab_p_gn_erefr,hfa_pharmacy,,yesno,Does the pharmacy have at least one functioning electric/gas (liquid or compressed) refrigerator? ,,,,,,,[lab_p_gn_avl] = '1',,RV,,,,
lab_p_gn_refr,hfa_pharmacy,,yesno,Does the pharmacy have at least one functioning solar refrigerator? ,,,,,,,[lab_p_gn_avl] = '1',,RV,,,,
lab_p_gn_fin,hfa_pharmacy,,checkbox,Which of the following drugs are available free of charge to neonates?,"0, None | 1, Gentamicin (injection) | 2, Benzylpenicillin | 6, Amoxicillin | 7, Ampicillin | 3, Phenobarbitone | 4, Caffeine or Aminophylline | 5, Vitamin K",Select all that apply.,,,,,,y,,,,, @NONEOFTHEABOVE=0
lab_p_gn_fin_fac,hfa_pharmacy,,yesno,Are prices of drugs publicly displayed anywhere in the hospital?,,,,,,,,y,,,,,
lab_p_drg_hed,hfa_pharmacy,,descriptive,"<div class=""h4"" style=""background-color:#82cdbf;padding:10px"">Essential Drugs</div>",,,,,,,,,,,,,
lab_p_ins_2,hfa_pharmacy,,descriptive,"<p style=""font-weight:normal""><i><b>INSTRUCTIONS:</b> The following questions will ask about the availability of various pharmaceutical drugs. For the following questions you should first assess if the item is available today. If no item is available, select <b>""not available today""</b>. If the item is available today and has not been out of stock in the last four weeks, select <b>""available and no stockout in last 4 weeks""</b>. If the item is available today, but there has been a stock out at any point in the last four weeks, select <b>""available today, but stockout in last 4 weeks""</b>.</i></p>",,,,,,,,,,,,,
lab_p_pmtct_hed,hfa_pharmacy,,descriptive,"<div style=""background-color:#fbd0c1; padding:5px"">Prevention of mother-to-child transmission (PMTCT)</div>",,,,,,,,,,,,,
lab_p_pmtct_avl,hfa_pharmacy,,yesno,Does the facility have any antiretrovirals?,,,,,,,,y,RV,,,,
lab_p_pmtct_1,hfa_pharmacy,,radio,Azidothymidine/Zidovudine (AZT) (oral),"1, Available today and no stockout in last 4 weeks | 2, Available today, but stockout in last 4 weeks | 0, Not available today",,,,,,[lab_p_pmtct_avl] = '1',,,,lab_p_pmtct,,
lab_p_pmtct_2,hfa_pharmacy,,radio,Nevirapine (NVP) (oral),"1, Available today and no stockout in last 4 weeks | 2, Available today, but stockout in last 4 weeks | 0, Not available today",,,,,,[lab_p_pmtct_avl] = '1',,,,lab_p_pmtct,,
lab_p_iv_hed,hfa_pharmacy,,descriptive,"<div style=""background-color:#fbd0c1; padding:5px"">Hypoglycemia and IV fluids:</div>",,,,,,,,,,,,,
lab_p_iv_avl,hfa_pharmacy,,yesno,Does the facility have any IV fluids?,,,,,,,,y,RV,,,,
lab_p_iv_dext_10,hfa_pharmacy,,radio,Dextrose 10% with normal saline,"1, Available today and no stockout in last 4 weeks | 2, Available today, but stockout in last 4 weeks | 0, Not available today",,,,,,[lab_p_iv_avl] = '1',,,,lab_p_iv,,
lab_p_iv_dext_5,hfa_pharmacy,,radio,Dextrose 5% with normal saline,"1, Available today and no stockout in last 4 weeks | 2, Available today, but stockout in last 4 weeks | 0, Not available today",,,,,,[lab_p_iv_avl] = '1',,,,lab_p_iv,,
lab_p_iv_glu,hfa_pharmacy,,radio,Dextrose/glucose 10%,"1, Available today and no stockout in last 4 weeks | 2, Available today, but stockout in last 4 weeks | 0, Not available today",,,,,,[lab_p_iv_avl] = '1',,,,lab_p_iv,,
lab_p_iv_nss,hfa_pharmacy,,radio,Normal saline,"1, Available today and no stockout in last 4 weeks | 2, Available today, but stockout in last 4 weeks | 0, Not available today",,,,,,[lab_p_iv_avl] = '1',,,,lab_p_iv,,
lab_p_iv_kcl,hfa_pharmacy,,radio,"Potassium chloride (KCL) 7.5%, 10%, 15%","1, Available today and no stockout in last 4 weeks | 2, Available today, but stockout in last 4 weeks | 0, Not available today",,,,,,[lab_p_iv_avl] = '1',,,,lab_p_iv,,
lab_p_iv_nacl,hfa_pharmacy,,radio,Sodium chloride 0.9%,"1, Available today and no stockout in last 4 weeks | 2, Available today, but stockout in last 4 weeks | 0, Not available today",,,,,,[lab_p_iv_avl] = '1',,,,lab_p_iv,,
lab_p_iv_ring,hfa_pharmacy,,radio,Ringer's lactate,"1, Available today and no stockout in last 4 weeks | 2, Available today, but stockout in last 4 weeks | 0, Not available today",,,,,,[lab_p_iv_avl] = '1',,,,lab_p_iv,,
lab_p_iv_h2o,hfa_pharmacy,,radio,Water for injection,"1, Available today and no stockout in last 4 weeks | 2, Available today, but stockout in last 4 weeks | 0, Not available today",,,,,,[lab_p_iv_avl] = '1',,,,lab_p_iv,,
lab_p_abx_hed,hfa_pharmacy,,descriptive,"<div style=""background-color:#fbd0c1; padding:5px"">Infection:</div>",,,,,,,,,,,,,
lab_p_abx_avl,hfa_pharmacy,,yesno,Does the facility have any antibiotics?,,,,,,,,y,RV,,,,
lab_p_abx_amox,hfa_pharmacy,,radio,Amoxicillin (oral suspension),"1, Available today and no stockout in last 4 weeks | 2, Available today, but stockout in last 4 weeks | 0, Not available today",,,,,,[lab_p_abx_avl] = '1',,,,lab_p_abx,,
lab_p_abx_amox_im,hfa_pharmacy,,radio,Amoxicillin (injection),"1, Available today and no stockout in last 4 weeks | 2, Available today, but stockout in last 4 weeks | 0, Not available today",,,,,,[lab_p_abx_avl] = '1',,,,lab_p_abx,,
lab_p_abx_amk,hfa_pharmacy,,radio,Amikacin,"1, Available today and no stockout in last 4 weeks | 2, Available today, but stockout in last 4 weeks | 0, Not available today",,,,,,[lab_p_abx_avl] = '1',,,,lab_p_abx,,
lab_p_abx_amp_im,hfa_pharmacy,,radio,Ampicillin (IV or IM),"1, Available today and no stockout in last 4 weeks | 2, Available today, but stockout in last 4 weeks | 0, Not available today",,,,,,[lab_p_abx_avl] = '1',,,,lab_p_abx,,
lab_p_abx_amp,hfa_pharmacy,,radio,Ampicillin (oral),"1, Available today and no stockout in last 4 weeks | 2, Available today, but stockout in last 4 weeks | 0, Not available today",,,,,,[lab_p_abx_avl] = '1',,,,lab_p_abx,,
lab_p_abx_bp_im,hfa_pharmacy,,radio,Benzathine benzylpenicillin (IM),"1, Available today and no stockout in last 4 weeks | 2, Available today, but stockout in last 4 weeks | 0, Not available today",,,,,,[lab_p_abx_avl] = '1',,,,lab_p_abx,,
lab_p_abx_crpn,hfa_pharmacy,,radio,Benzylpenicillin (Penicillin G) (IV or IM),"1, Available today and no stockout in last 4 weeks | 2, Available today, but stockout in last 4 weeks | 0, Not available today",,,,,,[lab_p_abx_avl] = '1',,,,lab_p_abx,,
lab_p_abx_cefa,hfa_pharmacy,,radio,Cefalexine,"1, Available today and no stockout in last 4 weeks | 2, Available today, but stockout in last 4 weeks | 0, Not available today",,,,,,[lab_p_abx_avl] = '1',,,,lab_p_abx,,
lab_p_abx_cefi,hfa_pharmacy,,radio,Cefixime,"1, Available today and no stockout in last 4 weeks | 2, Available today, but stockout in last 4 weeks | 0, Not available today",,,,,,[lab_p_abx_avl] = '1',,,,lab_p_abx,,
lab_p_abx_cefo,hfa_pharmacy,,radio,Cefotaxime (IV or IM),"1, Available today and no stockout in last 4 weeks | 2, Available today, but stockout in last 4 weeks | 0, Not available today",,,,,,[lab_p_abx_avl] = '1',,,,lab_p_abx,,
lab_p_abx_cefz,hfa_pharmacy,,radio,Ceftazidime,"1, Available today and no stockout in last 4 weeks | 2, Available today, but stockout in last 4 weeks | 0, Not available today",,,,,,[lab_p_abx_avl] = '1',,,,lab_p_abx,,
lab_p_abx_cefx,hfa_pharmacy,,radio,Ceftriaxone (IV or IM),"1, Available today and no stockout in last 4 weeks | 2, Available today, but stockout in last 4 weeks | 0, Not available today",,,,,,[lab_p_abx_avl] = '1',,,,lab_p_abx,,
lab_p_abx_cefu,hfa_pharmacy,,radio,Cefuroxime,"1, Available today and no stockout in last 4 weeks | 2, Available today, but stockout in last 4 weeks | 0, Not available today",,,,,,[lab_p_abx_avl] = '1',,,,lab_p_abx,,
lab_p_abx_cip,hfa_pharmacy,,radio,Ciprofloxacin (oral suspension),"1, Available today and no stockout in last 4 weeks | 2, Available today, but stockout in last 4 weeks | 0, Not available today",,,,,,[lab_p_abx_avl] = '1',,,,lab_p_abx,,
lab_p_abx_fluc_im,hfa_pharmacy,,radio,Flucloxacillin/cloxacillin (IV or IM),"1, Available today and no stockout in last 4 weeks | 2, Available today, but stockout in last 4 weeks | 0, Not available today",,,,,,[lab_p_abx_avl] = '1',,,,lab_p_abx,,
lab_p_abx_fluc,hfa_pharmacy,,radio,Flucloxacillin (oral),"1, Available today and no stockout in last 4 weeks | 2, Available today, but stockout in last 4 weeks | 0, Not available today",,,,,,[lab_p_abx_avl] = '1',,,,lab_p_abx,,
lab_p_abx_gent,hfa_pharmacy,,radio,Gentamicin (IV or IM),"1, Available today and no stockout in last 4 weeks | 2, Available today, but stockout in last 4 weeks | 0, Not available today",,,,,,[lab_p_abx_avl] = '1',,,,lab_p_abx,,
lab_p_abx_ison,hfa_pharmacy,,radio,Isoniazid (oral),"1, Available today and no stockout in last 4 weeks | 2, Available today, but stockout in last 4 weeks | 0, Not available today",,,,,,[lab_p_abx_avl] = '1',,,,lab_p_abx,,
lab_p_abx_mpem,hfa_pharmacy,,radio,Meropenem,"1, Available today and no stockout in last 4 weeks | 2, Available today, but stockout in last 4 weeks | 0, Not available today",,,,,,[lab_p_abx_avl] = '1',,,,lab_p_abx,,
lab_p_abx_metro,hfa_pharmacy,,radio,Metronidazole (IV),"1, Available today and no stockout in last 4 weeks | 2, Available today, but stockout in last 4 weeks | 0, Not available today",,,,,,[lab_p_abx_avl] = '1',,,,lab_p_abx,,
lab_p_abx_metro_im,hfa_pharmacy,,radio,Metronidazole (oral),"1, Available today and no stockout in last 4 weeks | 2, Available today, but stockout in last 4 weeks | 0, Not available today",,,,,,[lab_p_abx_avl] = '1',,,,lab_p_abx,,
lab_p_abx_pip,hfa_pharmacy,,radio,Piperazine,"1, Available today and no stockout in last 4 weeks | 2, Available today, but stockout in last 4 weeks | 0, Not available today",,,,,,[lab_p_abx_avl] = '1',,,,lab_p_abx,,
lab_p_abx_pnpg,hfa_pharmacy,,radio,Penicillin G Procaine (IM only),"1, Available today and no stockout in last 4 weeks | 2, Available today, but stockout in last 4 weeks | 0, Not available today",,,,,,[lab_p_abx_avl] = '1',,,,lab_p_abx,,
lab_p_abx_crpn_im,hfa_pharmacy,,radio,Procaine benzylpenicillin (IM),"1, Available today and no stockout in last 4 weeks | 2, Available today, but stockout in last 4 weeks | 0, Not available today",,,,,,[lab_p_abx_avl] = '1',,,,lab_p_abx,,
lab_p_abx_tetra,hfa_pharmacy,,radio,Tetracycline 1% eye ointment,"1, Available today and no stockout in last 4 weeks | 2, Available today, but stockout in last 4 weeks | 0, Not available today",,,,,,[lab_p_abx_avl] = '1',,,,lab_p_abx,,
lab_p_abx_vanc,hfa_pharmacy,,radio,Vancomycin,"1, Available today and no stockout in last 4 weeks | 2, Available today, but stockout in last 4 weeks | 0, Not available today",,,,,,[lab_p_abx_avl] = '1',,,,lab_p_abx,,
lab_p_abx_drop,hfa_pharmacy,,radio,Antibiotic drops (moxifloxacin/betadine),"1, Available today and no stockout in last 4 weeks | 2, Available today, but stockout in last 4 weeks | 0, Not available today",,,,,,[lab_p_abx_avl] = '1',,,,lab_p_abx,,
lab_p_aed_hed,hfa_pharmacy,,descriptive,"<div style=""background-color:#fbd0c1; padding:5px"">Seizure Management:</div>",,,,,,,,,,,,,
lab_p_aed_avl,hfa_pharmacy,,yesno,Does the facility have any anticonvulsants?,,,,,,,,y,RV,,,,
lab_p_aed_para,hfa_pharmacy,,radio,Paraldehyde (rectal),"1, Available today and no stockout in last 4 weeks | 2, Available today, but stockout in last 4 weeks | 0, Not available today",,,,,,[lab_p_aed_avl] = '1',,,,lab_p_aed,,
lab_p_aed_phnob_im,hfa_pharmacy,,radio,Phenobarbital (IV or IM),"1, Available today and no stockout in last 4 weeks | 2, Available today, but stockout in last 4 weeks | 0, Not available today",,,,,,[lab_p_aed_avl] = '1',,,,lab_p_aed,,
lab_p_aed_phnob,hfa_pharmacy,,radio,Phenobarbital (oral),"1, Available today and no stockout in last 4 weeks | 2, Available today, but stockout in last 4 weeks | 0, Not available today",,,,,,[lab_p_aed_avl] = '1',,,,lab_p_aed,,
lab_p_aed_phen,hfa_pharmacy,,radio,Phenytoin (IV),"1, Available today and no stockout in last 4 weeks | 2, Available today, but stockout in last 4 weeks | 0, Not available today",,,,,,[lab_p_aed_avl] = '1',,,,lab_p_aed,,
lab_p_vac_hed,hfa_pharmacy,,descriptive,"<div style=""background-color:#fbd0c1; padding:5px"">Vaccination:</div>",,,,,,,,,,,,,
lab_p_vac_avl,hfa_pharmacy,,yesno,Does the facility have any vaccinations? ,,,,,,,,y,RV,,,,
lab_p_vac_bcg,hfa_pharmacy,,radio,BCG vaccine,"1, Available today and no stockout in last 4 weeks | 2, Available today, but stockout in last 4 weeks | 0, Not available today",,,,,,[lab_p_vac_avl] = '1',,,,lab_p_vac,,
